"","Value","S","K","tau","r","BS"
"1599",0.75,1382.95,1900,0.586301369863014,0.0118,"Over"
"1600",184,1419.89,1250,0.136986301369863,0.0116,"Under"
"1601",16.875,1465.81,1575,0.252054794520548,0.0113,"Over"
"1602",83.75,1359.99,1400,0.506849315068493,0.012,"Under"
"1603",78.625,1401.53,1425,0.397260273972603,0.0116,"Under"
"1604",49,1264.74,1375,0.487671232876712,0.0129,"Under"
"1605",59.5,1329.78,1475,0.676712328767123,0.0123,"Under"
"1606",287,1399.42,1250,0.950684931506849,0.0116,"Under"
"1607",8.5,1466.04,1700,0.336986301369863,0.0111,"Over"
"1608",136,1400.72,1325,0.320547945205479,0.0117,"Under"
"1609",38.75,1491.56,1480,0.0904109589041096,0.0111,"Over"
"1610",211.5,1352.17,1200,0.567123287671233,0.012,"Under"
"1611",341.5,1454.82,1150,0.468493150684932,0.0112,"Under"
"1612",15,1431.87,1500,0.106849315068493,0.0114,"Over"
"1613",56,1399.42,1440,0.202739726027397,0.0116,"Under"
"1614",208.125,1452.18,1275,0.235616438356164,0.0112,"Under"
"1615",257.375,1421.22,1175,0.123287671232877,0.0115,"Under"
"1616",16.5,1484.91,1600,0.257534246575342,0.0111,"Over"
"1617",415,1500.59,1100,0.183561643835616,0.0109,"Under"
"1618",141.25,1401.44,1450,0.915068493150685,0.0116,"Under"
"1619",50,1480.88,1485,0.183561643835616,0.0111,"Over"
"1620",12,1457.84,1550,0.106849315068493,0.0112,"Over"
"1621",144.5,1507.73,1400,0.145205479452055,0.0108,"Under"
"1622",88,1399.05,1350,0.238356164383562,0.0117,"Over"
"1623",113,1408.99,1500,0.942465753424658,0.0116,"Under"
"1624",138,1457.6,1350,0.186301369863014,0.0111,"Under"
"1625",90,1360.69,1350,0.315068493150685,0.0119,"Under"
"1626",59.75,1456.63,1470,0.243835616438356,0.0111,"Under"
"1627",30,1508.52,1800,0.717808219178082,0.0107,"Over"
"1628",105,1402.11,1325,0.2,0.0116,"Under"
"1629",9.5,1312.15,1395,0.0986301369863014,0.0125,"Over"
"1630",169.375,1481.96,1325,0.0849315068493151,0.0111,"Under"
"1631",194.125,1441.47,1275,0.194520547945205,0.0112,"Under"
"1632",55.75,1517.68,1525,0.216438356164384,0.0109,"Over"
"1633",125.5,1460.99,1375,0.142465753424658,0.0112,"Under"
"1634",1.125,1426.46,1650,0.202739726027397,0.0115,"Over"
"1635",75.5,1441.47,1400,0.117808219178082,0.0112,"Under"
"1636",27,1387.02,1450,0.183561643835616,0.0118,"Over"
"1637",0.375,1426.46,1750,0.202739726027397,0.0115,"Over"
"1638",321.625,1434.32,1150,0.449315068493151,0.0114,"Under"
"1639",176.5,1466.04,1300,0.0876712328767123,0.0111,"Under"
"1640",236.5,1398.56,1175,0.13972602739726,0.0116,"Under"
"1641",121,1427.47,1350,0.161643835616438,0.0114,"Under"
"1642",9.5,1389.94,1460,0.0904109589041096,0.0117,"Over"
"1643",7.5,1466.04,1550,0.0876712328767123,0.0111,"Over"
"1644",370.25,1438.7,1100,0.372602739726027,0.0115,"Under"
"1645",11.75,1349.97,1575,0.413698630136986,0.0121,"Over"
"1646",198.5,1451.34,1350,0.736986301369863,0.0114,"Under"
"1647",68,1458.47,1450,0.254794520547945,0.0111,"Over"
"1648",548.125,1484.91,950,0.257534246575342,0.0111,"Under"
"1649",5.25,1484.91,1800,0.506849315068493,0.0111,"Over"
"1650",5.5,1351.26,1475,0.0904109589041096,0.0121,"Under"
"1651",42,1419.89,1425,0.136986301369863,0.0116,"Over"
"1652",207.5,1441.36,1250,0.156164383561644,0.0112,"Under"
"1653",165,1436.28,1300,0.197260273972603,0.0114,"Under"
"1654",9.875,1477.26,1575,0.117808219178082,0.011,"Over"
"1655",0.625,1409.17,1900,0.53972602739726,0.0115,"Over"
"1656",66.5,1394.46,1400,0.378082191780822,0.0116,"Over"
"1657",50.375,1456.95,1450,0.0986301369863014,0.0112,"Under"
"1658",55.25,1342.62,1400,0.320547945205479,0.0122,"Under"
"1659",41,1444.51,1440,0.0904109589041096,0.0114,"Over"
"1660",125.875,1462.93,1350,0.117808219178082,0.0113,"Under"
"1661",0.875,1402.03,1800,0.435616438356164,0.0117,"Over"
"1662",293.5,1410.03,1150,0.394520547945205,0.0115,"Under"
"1663",107,1493.74,1475,0.413698630136986,0.011,"Under"
"1664",240,1456.95,1250,0.271232876712329,0.0112,"Under"
"1665",435.125,1517.68,1100,0.293150684931507,0.0109,"Under"
"1666",80.875,1329.78,1425,0.676712328767123,0.0123,"Under"
"1667",173,1491.56,1325,0.0904109589041096,0.0111,"Under"
"1668",158.25,1447.8,1400,0.583561643835616,0.0113,"Under"
"1669",81.875,1400.72,1475,0.56986301369863,0.0117,"Under"
"1670",29.25,1359.99,1390,0.104109589041096,0.012,"Under"
"1671",430.75,1394.46,1025,0.876712328767123,0.0116,"Under"
"1672",48,1436.51,1470,0.213698630136986,0.0114,"Under"
"1673",84.125,1509.98,1600,0.673972602739726,0.0109,"Under"
"1674",306.875,1445.57,1150,0.158904109589041,0.0112,"Under"
"1675",12.625,1379.58,1700,0.635616438356164,0.0119,"Over"
"1676",186.5,1376.54,1300,0.778082191780822,0.0119,"Under"
"1677",155.625,1399.42,1275,0.202739726027397,0.0116,"Under"
"1678",49.5,1464.29,1500,0.243835616438356,0.0113,"Over"
"1679",223.5,1374.17,1200,0.424657534246575,0.0119,"Under"
"1680",358.75,1452.56,1100,0.120547945205479,0.0114,"Under"
"1681",134,1509.98,1400,0.175342465753425,0.0109,"Under"
"1682",305.625,1399.42,1100,0.126027397260274,0.0116,"Under"
"1683",4.25,1396.93,1550,0.156164383561644,0.0117,"Over"
"1684",35.25,1381.76,1400,0.120547945205479,0.0117,"Under"
"1685",46.5,1516.35,1550,0.194520547945205,0.0108,"Under"
"1686",49.5,1448.72,1450,0.156164383561644,0.0114,"Over"
"1687",17.25,1447.8,1500,0.0849315068493151,0.0113,"Over"
"1688",19,1479.32,1525,0.10958904109589,0.0111,"Over"
"1689",196.75,1395.78,1225,0.147945205479452,0.0117,"Under"
"1690",61.5,1460.25,1425,0.101369863013699,0.0113,"Over"
"1691",226,1492.92,1400,0.928767123287671,0.011,"Under"
"1692",184.375,1374.17,1200,0.0986301369863014,0.0119,"Under"
"1693",81,1469.44,1450,0.26027397260274,0.0111,"Under"
"1694",189,1359.99,1250,0.506849315068493,0.012,"Under"
"1695",58,1456.63,1480,0.243835616438356,0.0111,"Under"
"1696",25.5,1456.63,1550,0.243835616438356,0.0111,"Over"
"1697",190.625,1452.43,1275,0.136986301369863,0.0112,"Under"
"1698",91,1523.86,1500,0.224657534246575,0.0106,"Under"
"1699",265.25,1407.81,1150,0.101369863013699,0.0116,"Under"
"1700",154.75,1510.49,1375,0.167123287671233,0.0109,"Under"
"1701",37,1424.24,1430,0.10958904109589,0.0114,"Over"
"1702",96.75,1437.21,1550,0.83013698630137,0.0114,"Under"
"1703",205,1470.54,1300,0.257534246575342,0.0111,"Under"
"1704",144.875,1387.02,1350,0.682191780821918,0.0118,"Under"
"1705",11.5,1447.8,1650,0.334246575342466,0.0113,"Over"
"1706",97,1486,1425,0.243835616438356,0.011,"Over"
"1707",268.625,1429.86,1200,0.397260273972603,0.0114,"Under"
"1708",64,1396.93,1450,0.405479452054795,0.0117,"Under"
"1709",51.375,1482.8,1700,0.854794520547945,0.0111,"Over"
"1710",116.625,1432.25,1400,0.43013698630137,0.0113,"Under"
"1711",256.125,1458.47,1225,0.254794520547945,0.0111,"Under"
"1712",85.75,1464.47,1425,0.175342465753425,0.0111,"Under"
"1713",73.375,1465.15,1435,0.175342465753425,0.0111,"Under"
"1714",74,1454.6,1500,0.463013698630137,0.0113,"Under"
"1715",4.5,1421.22,1550,0.123287671232877,0.0115,"Over"
"1716",265.5,1477.44,1225,0.145205479452055,0.011,"Under"
"1717",103.5,1383.62,1300,0.0904109589041096,0.0117,"Under"
"1718",144.125,1480.19,1400,0.405479452054795,0.0111,"Under"
"1719",41,1492.25,1500,0.123287671232877,0.0111,"Over"
"1720",153,1466.04,1425,0.586301369863014,0.0111,"Under"
"1721",270.125,1432.63,1200,0.367123287671233,0.0114,"Under"
"1722",155.5,1464.47,1350,0.252054794520548,0.0111,"Under"
"1723",110.625,1514.09,1425,0.147945205479452,0.0109,"Under"
"1724",15.5,1456.63,1550,0.167123287671233,0.0111,"Over"
"1725",11.875,1434.32,1550,0.2,0.0114,"Over"
"1726",248.625,1440.51,1250,0.427397260273973,0.0113,"Under"
"1727",147.625,1426.46,1350,0.452054794520548,0.0115,"Under"
"1728",23.25,1409.57,1480,0.120547945205479,0.0116,"Under"
"1729",225.75,1427.47,1300,0.66027397260274,0.0114,"Under"
"1730",90,1446.29,1400,0.126027397260274,0.0113,"Under"
"1731",53,1469.54,1550,0.454794520547945,0.0112,"Over"
"1732",12.5,1312.15,1380,0.0986301369863014,0.0125,"Over"
"1733",45,1356.56,1375,0.0986301369863014,0.012,"Under"
"1734",41.75,1359.15,1425,0.26027397260274,0.0119,"Under"
"1735",57.375,1395.07,1400,0.194520547945205,0.0116,"Under"
"1736",108.5,1493.74,1425,0.164383561643836,0.011,"Under"
"1737",115.625,1427.21,1350,0.221917808219178,0.0116,"Under"
"1738",73,1478.73,1475,0.254794520547945,0.011,"Under"
"1739",22.25,1374.17,1450,0.175342465753425,0.0119,"Over"
"1740",405.5,1479.85,1100,0.334246575342466,0.0111,"Under"
"1741",40.25,1479.32,1650,0.608219178082192,0.0111,"Over"
"1742",0.4375,1395.07,1750,0.271232876712329,0.0116,"Over"
"1743",69.125,1436.51,1400,0.136986301369863,0.0114,"Under"
"1744",272.375,1471.36,1225,0.276712328767123,0.0111,"Under"
"1745",256.25,1517.68,1350,0.791780821917808,0.0109,"Under"
"1746",277.375,1459.9,1200,0.241095890410959,0.0113,"Under"
"1747",80.25,1466.04,1550,0.586301369863014,0.0111,"Under"
"1748",62,1391.28,1400,0.205479452054795,0.0117,"Under"
"1749",268.375,1427.47,1175,0.161643835616438,0.0114,"Under"
"1750",9.25,1387.67,1460,0.0849315068493151,0.0117,"Over"
"1751",16.75,1499.48,1575,0.167123287671233,0.011,"Over"
"1752",160,1328.92,1200,0.219178082191781,0.0123,"Under"
"1753",342,1510.49,1200,0.416438356164384,0.0109,"Under"
"1754",402,1436.28,1050,0.197260273972603,0.0114,"Under"
"1755",112.375,1426.46,1350,0.202739726027397,0.0115,"Under"
"1756",84.625,1341.93,1325,0.295890410958904,0.0122,"Under"
"1757",59,1378.02,1400,0.232876712328767,0.0118,"Under"
"1758",427,1462.93,1100,0.865753424657534,0.0113,"Under"
"1759",123.5,1452.18,1375,0.158904109589041,0.0112,"Under"
"1760",108.875,1364.59,1400,0.67945205479452,0.012,"Under"
"1761",70,1489.26,1450,0.10958904109589,0.0111,"Under"
"1762",55,1500.64,1600,0.487671232876712,0.0108,"Over"
"1763",3.75,1427.47,1550,0.0849315068493151,0.0114,"Over"
"1764",20.5,1387.12,1475,0.175342465753425,0.0117,"Over"
"1765",180.875,1508.31,1450,0.810958904109589,0.0109,"Under"
"1766",41.75,1372.32,1450,0.331506849315069,0.0119,"Under"
"1767",336.625,1429.86,1150,0.646575342465753,0.0114,"Under"
"1768",520.125,1458.47,950,0.254794520547945,0.0111,"Under"
"1769",310.875,1333.36,1100,0.808219178082192,0.0122,"Under"
"1770",26,1409.57,1470,0.120547945205479,0.0116,"Under"
"1771",85,1381.52,1450,0.561643835616438,0.0118,"Under"
"1772",113,1470.54,1475,0.506849315068493,0.0111,"Under"
"1773",133.25,1424.24,1400,0.608219178082192,0.0114,"Under"
"1774",288.125,1464.46,1200,0.252054794520548,0.0111,"Under"
"1775",227,1452.43,1250,0.136986301369863,0.0112,"Under"
"1776",188.875,1517.68,1350,0.216438356164384,0.0109,"Under"
"1777",91.25,1466.04,1395,0.0876712328767123,0.0111,"Under"
"1778",179.5,1502.51,1400,0.523287671232877,0.011,"Under"
"1779",16,1424.24,1475,0.10958904109589,0.0114,"Over"
"1780",146.75,1499.48,1400,0.320547945205479,0.011,"Under"
"1781",38,1389.94,1390,0.0904109589041096,0.0117,"Under"
"1782",116.625,1467.63,1375,0.10958904109589,0.0111,"Under"
"1783",115.625,1399.05,1350,0.315068493150685,0.0117,"Under"
"1784",189.375,1400.72,1300,0.56986301369863,0.0117,"Under"
"1785",221,1464.47,1250,0.175342465753425,0.0111,"Under"
"1786",11,1467.17,1575,0.104109589041096,0.0111,"Under"
"1787",7,1365.98,1490,0.0986301369863014,0.012,"Under"
"1788",52.875,1406.95,1475,0.328767123287671,0.0116,"Under"
"1789",59,1399.42,1425,0.202739726027397,0.0116,"Under"
"1790",325.25,1465.15,1175,0.424657534246575,0.0111,"Under"
"1791",358.25,1441.48,1125,0.482191780821918,0.0113,"Under"
"1792",324.375,1509.84,1200,0.145205479452055,0.0109,"Under"
"1793",106.375,1502.59,1500,0.545205479452055,0.011,"Under"
"1794",58,1389.81,1350,0.0849315068493151,0.0118,"Over"
"1795",63.375,1492.92,1700,0.928767123287671,0.011,"Under"
"1796",29,1305.6,1400,0.241095890410959,0.0125,"Under"
"1797",30,1400.72,1525,0.320547945205479,0.0117,"Under"
"1798",42.5,1336.09,1500,0.547945205479452,0.0122,"Under"
"1799",36.5,1479.85,1475,0.0849315068493151,0.0111,"Over"
"1800",9,1409.12,1550,0.2,0.0115,"Over"
"1801",67,1324.97,1350,0.282191780821918,0.0124,"Under"
"1802",30,1432.19,1500,0.205479452054795,0.0114,"Over"
"1803",11,1475.62,1600,0.186301369863014,0.0112,"Over"
"1804",98.875,1429.4,1375,0.221917808219178,0.0114,"Under"
"1805",350,1455.31,1150,0.473972602739726,0.0112,"Under"
"1806",199.875,1449.05,1275,0.235616438356164,0.0114,"Under"
"1807",87.75,1324.97,1275,0.128767123287671,0.0124,"Under"
"1808",76,1383.62,1340,0.0904109589041096,0.0117,"Under"
"1809",1.75,1364.44,1550,0.13972602739726,0.012,"Over"
"1810",61,1343.55,1370,0.273972602739726,0.0122,"Under"
"1811",216.25,1498.13,1300,0.164383561643836,0.011,"Under"
"1812",422.75,1456.63,1050,0.243835616438356,0.0111,"Under"
"1813",158.375,1457.84,1350,0.279452054794521,0.0112,"Under"
"1814",203,1477.26,1350,0.53972602739726,0.011,"Under"
"1815",65.375,1389.81,1425,0.334246575342466,0.0118,"Under"
"1816",29.75,1399.05,1425,0.142465753424658,0.0117,"Over"
"1817",68.5,1437.21,1425,0.158904109589041,0.0114,"Under"
"1818",59.5,1388.26,1425,0.331506849315069,0.0117,"Under"
"1819",14.875,1364.59,1475,0.180821917808219,0.012,"Over"
"1820",414,1478.73,1100,0.504109589041096,0.011,"Under"
"1821",54.5,1469.44,1450,0.0876712328767123,0.0111,"Under"
"1822",130.875,1347.35,1250,0.164383561643836,0.0121,"Under"
"1823",508.25,1517.68,1025,0.293150684931507,0.0109,"Under"
"1824",30.5,1516.35,1550,0.117808219178082,0.0108,"Over"
"1825",97.625,1527.46,1575,0.482191780821918,0.0106,"Under"
"1826",103,1461.67,1425,0.273972602739726,0.0112,"Under"
"1827",86.75,1452.42,1400,0.142465753424658,0.0114,"Under"
"1828",11.75,1373.86,1500,0.145205479452055,0.0119,"Under"
"1829",56.625,1396.93,1395,0.156164383561644,0.0117,"Under"
"1830",429.875,1360.16,950,0.386301369863014,0.0119,"Under"
"1831",92,1459.9,1375,0.0876712328767123,0.0113,"Over"
"1832",310,1356.56,1050,0.175342465753425,0.012,"Under"
"1833",180,1484.91,1375,0.506849315068493,0.0111,"Under"
"1834",34.5,1364.9,1400,0.142465753424658,0.012,"Under"
"1835",368.25,1501.34,1200,0.695890410958904,0.0109,"Under"
"1836",161.625,1451.34,1450,0.986301369863014,0.0114,"Under"
"1837",84,1409.57,1500,0.619178082191781,0.0116,"Under"
"1838",259.625,1436.28,1225,0.446575342465753,0.0114,"Under"
"1839",74,1320.28,1300,0.136986301369863,0.012,"Under"
"1840",2,1400.14,1700,0.350684931506849,0.0117,"Over"
"1841",175.5,1366.7,1225,0.276712328767123,0.0119,"Under"
"1842",344.875,1504.46,1200,0.435616438356164,0.0108,"Under"
"1843",32,1461.67,1650,0.523287671232877,0.0112,"Over"
"1844",39.5,1457.6,1575,0.435616438356164,0.0111,"Over"
"1845",122,1507.73,1450,0.221917808219178,0.0108,"Under"
"1846",133,1455.14,1500,0.912328767123288,0.0111,"Under"
"1847",2.3125,1401.44,1600,0.167123287671233,0.0116,"Over"
"1848",107.375,1500.59,1425,0.106849315068493,0.0109,"Under"
"1849",73.5,1378.02,1350,0.136986301369863,0.0118,"Under"
"1850",183.375,1502.59,1350,0.295890410958904,0.011,"Under"
"1851",113.875,1360.16,1325,0.386301369863014,0.0119,"Under"
"1852",240.5,1445.57,1325,0.906849315068493,0.0112,"Under"
"1853",47.375,1508.31,1550,0.312328767123288,0.0109,"Over"
"1854",29.5,1527.46,1600,0.156164383561644,0.0106,"Under"
"1855",228.25,1399.42,1300,0.950684931506849,0.0116,"Under"
"1856",207,1351.46,1250,0.775342465753425,0.0121,"Under"
"1857",392.375,1527.35,1200,0.734246575342466,0.0106,"Under"
"1858",387.625,1369.89,995,0.271232876712329,0.0119,"Under"
"1859",47,1364.44,1385,0.13972602739726,0.012,"Under"
"1860",10,1394.46,1600,0.378082191780822,0.0116,"Over"
"1861",127.875,1382.95,1275,0.0876712328767123,0.0118,"Under"
"1862",17.875,1359.99,1475,0.257534246575342,0.012,"Over"
"1863",88,1376.54,1325,0.202739726027397,0.0119,"Under"
"1864",114.875,1416.83,1475,0.849315068493151,0.0114,"Under"
"1865",105.875,1479.85,1500,0.583561643835616,0.0111,"Under"
"1866",392.375,1527.35,1200,0.734246575342466,0.0106,"Under"
"1867",660.75,1449.68,800,0.427397260273973,0.0112,"Under"
"1868",87,1427.47,1375,0.0849315068493151,0.0114,"Under"
"1869",73,1510.49,1700,0.915068493150685,0.0109,"Under"
"1870",501.25,1409.28,925,0.375342465753425,0.0115,"Under"
"1871",4,1436.28,1600,0.197260273972603,0.0114,"Over"
"1872",102.875,1464.29,1450,0.397260273972603,0.0113,"Under"
"1873",382.875,1264.74,950,0.986301369863014,0.0129,"Under"
"1874",151.375,1478.9,1400,0.443835616438356,0.0112,"Under"
"1875",49.625,1514.09,1550,0.301369863013699,0.0109,"Over"
"1876",268.625,1498.58,1250,0.213698630136986,0.0109,"Under"
"1877",15,1408.99,1625,0.443835616438356,0.0116,"Over"
"1878",35,1462.93,1470,0.117808219178082,0.0113,"Over"
"1879",149.125,1274.86,1200,0.484931506849315,0.0128,"Under"
"1880",366.125,1471.36,1150,0.526027397260274,0.0111,"Under"
"1881",272.625,1352.17,1100,0.317808219178082,0.012,"Under"
"1882",81.5,1457.6,1425,0.186301369863014,0.0111,"Under"
"1883",115.625,1305.95,1275,0.482191780821918,0.0125,"Under"
"1884",109.125,1429.86,1350,0.147945205479452,0.0114,"Under"
"1885",298.5,1494.5,1275,0.76986301369863,0.011,"Under"
"1886",21,1396.93,1475,0.156164383561644,0.0117,"Over"
"1887",116.25,1494.5,1425,0.271232876712329,0.011,"Under"
"1888",22.25,1360.69,1425,0.142465753424658,0.0119,"Under"
"1889",61.125,1336.09,1350,0.221917808219178,0.0122,"Under"
"1890",115,1347.35,1400,0.816438356164384,0.0121,"Under"
"1891",1,1484.91,1625,0.104109589041096,0.0111,"Over"
"1892",96,1465.15,1400,0.175342465753425,0.0111,"Under"
"1893",578.75,1510.49,950,0.416438356164384,0.0109,"Under"
"1894",151.125,1400.72,1275,0.147945205479452,0.0117,"Under"
"1895",55,1448.72,1460,0.232876712328767,0.0114,"Over"
"1896",185.25,1516.35,1400,0.443835616438356,0.0108,"Under"
"1897",366.625,1471.84,1150,0.597260273972603,0.0112,"Under"
"1898",376,1495.84,1150,0.427397260273973,0.011,"Under"
"1899",39,1441.48,1500,0.232876712328767,0.0113,"Over"
"1900",9,1458.47,1600,0.254794520547945,0.0111,"Over"
"1901",91,1495.57,1500,0.408219178082192,0.011,"Under"
"1902",27.75,1472.87,1600,0.353424657534247,0.0112,"Over"
"1903",35,1409.28,1425,0.104109589041096,0.0116,"Under"
"1904",15.5,1493.74,1700,0.413698630136986,0.011,"Over"
"1905",92.625,1446.29,1450,0.375342465753425,0.0113,"Under"
"1906",143.875,1496.07,1375,0.178082191780822,0.011,"Under"
"1907",448.875,1487.92,1050,0.216438356164384,0.0109,"Under"
"1908",34,1380.2,1400,0.10958904109589,0.0119,"Under"
"1909",70,1430.83,1425,0.224657534246575,0.0115,"Under"
"1910",23.5,1434.32,1600,0.449315068493151,0.0114,"Over"
"1911",121,1479.85,1475,0.583561643835616,0.0111,"Under"
"1912",76.5,1426.57,1400,0.219178082191781,0.0116,"Under"
"1913",6.5,1387.12,1470,0.0986301369863014,0.0117,"Over"
"1914",107.875,1382.95,1350,0.336986301369863,0.0118,"Under"
"1915",318.375,1454.82,1150,0.219178082191781,0.0112,"Under"
"1916",90.75,1436.23,1375,0.128767123287671,0.0114,"Under"
"1917",241.375,1381.76,1150,0.120547945205479,0.0117,"Under"
"1918",138.25,1510.49,1500,0.665753424657534,0.0109,"Under"
"1919",35.875,1371.18,1425,0.183561643835616,0.0119,"Under"
"1920",20.75,1312.15,1400,0.175342465753425,0.0125,"Under"
"1921",134.375,1454.6,1400,0.463013698630137,0.0113,"Under"
"1922",134.125,1517.68,1400,0.13972602739726,0.0109,"Under"
"1923",247,1491.56,1250,0.0904109589041096,0.0111,"Under"
"1924",13.5,1340.93,1450,0.178082191780822,0.0122,"Over"
"1925",79.5,1493.87,1475,0.241095890410959,0.0109,"Under"
"1926",372.75,1336.09,995,0.298630136986301,0.0122,"Under"
"1927",132,1438.56,1325,0.106849315068493,0.0113,"Under"
"1928",14,1495.84,1600,0.178082191780822,0.011,"Over"
"1929",152.375,1452.18,1325,0.158904109589041,0.0112,"Under"
"1930",172.75,1429.86,1275,0.147945205479452,0.0114,"Under"
"1931",22,1364.59,1550,0.43013698630137,0.012,"Over"
"1932",31.25,1360.16,1410,0.136986301369863,0.0119,"Under"
"1933",201.875,1479.85,1300,0.180821917808219,0.0111,"Under"
"1934",13.375,1312.15,1550,0.501369863013699,0.0125,"Over"
"1935",439.25,1452.18,1050,0.484931506849315,0.0112,"Under"
"1936",51,1402.05,1400,0.164383561643836,0.0116,"Over"
"1937",508.25,1378.02,900,0.558904109589041,0.0118,"Under"
"1938",22.75,1411.71,1500,0.180821917808219,0.0115,"Under"
"1939",253.875,1448.81,1225,0.293150684931507,0.0113,"Under"
"1940",13.5,1449.68,1650,0.427397260273973,0.0112,"Over"
"1941",248.75,1475.62,1350,0.934246575342466,0.0112,"Under"
"1942",57,1349.97,1350,0.164383561643836,0.0121,"Under"
"1943",181.375,1472.87,1300,0.104109589041096,0.0112,"Under"
"1944",366.5,1411.71,1050,0.104109589041096,0.0115,"Under"
"1945",85,1479.85,1475,0.334246575342466,0.0111,"Under"
"1946",148,1458.47,1450,0.753424657534247,0.0111,"Under"
"1947",111.375,1398.56,1425,0.638356164383562,0.0116,"Under"
"1948",179,1467.17,1500,0.928767123287671,0.0111,"Under"
"1949",175.25,1328.92,1225,0.468493150684932,0.0123,"Under"
"1950",263.125,1409.28,1250,0.873972602739726,0.0115,"Under"
"1951",200.5,1498.58,1325,0.213698630136986,0.0109,"Under"
"1952",239,1424.24,1200,0.186301369863014,0.0114,"Under"
"1953",285,1379.58,1100,0.136986301369863,0.0119,"Under"
"1954",78,1482.8,1450,0.202739726027397,0.0111,"Over"
